article_title,article_link,article_date,article_id
Innovating an innovation,https://news.harvard.edu/gazette/story/2019/09/seeds-of-hubweek-oct-1-3-continue-to-grow-in-greater-boston/,"September 27, 2019",harvard_179
Ending ‘dead zones’,https://news.harvard.edu/gazette/story/2019/09/how-a-biofriendly-fertilizer-could-offer-a-greener-way-to-grow-plants/,"September 24, 2019",harvard_180
Up close and personal with neuronal networks,https://news.harvard.edu/gazette/story/2019/09/electronic-chip-can-perform-intracellular-recording-from-thousands-of-connected-neurons-simultaneously/,"September 24, 2019",harvard_181
The future of mind control,https://news.harvard.edu/gazette/story/2019/09/a-new-paper-examines-how-neuron-like-implants-could-treat-brain-disorders/,"September 20, 2019",harvard_182
Solve ocean’s troubles and climate change too?,https://news.harvard.edu/gazette/story/2019/09/panel-discussion-honoring-james-mccarthy-brings-experts-and-innovative-ideas-to-campus/,"September 19, 2019",harvard_183
Break it up,https://news.harvard.edu/gazette/story/2019/09/how-an-elusive-catalyst-makes-unusual-reactions-happen/,"September 19, 2019",harvard_184
A shot in the arm for vaccine research,https://news.harvard.edu/gazette/story/2019/09/ragon-institute-receives-major-gift-to-expand-research-into-autoimmune-diseases/,"September 19, 2019",harvard_185
A precise chemical fingerprint of the Amazon,https://news.harvard.edu/gazette/story/2019/09/drone-based-monitoring-system-reveals-important-information-on-the-health-of-the-amazon/,"September 12, 2019",harvard_186
Playing our song,https://news.harvard.edu/gazette/story/2019/09/online-music-lab-studies-questions-of-melody-and-humanity/,"September 12, 2019",harvard_187
A silly-sounding prize for some serious science,https://news.harvard.edu/gazette/story/2019/09/aaas-golden-goose-awards-honor-basic-research-that-benefits-humankind/,"September 11, 2019",harvard_188
An umbrella to combat warming,https://news.harvard.edu/gazette/story/2019/09/harvard-groups-research-planet-cooling-aerosols/,"September 11, 2019",harvard_189
Life on the ice,https://news.harvard.edu/gazette/story/2019/09/harvard-scientists-at-the-south-pole/,"September 11, 2019",harvard_190
A ‘Goldilocks zone’ for planet size,https://news.harvard.edu/gazette/story/2019/09/sizing-up-a-planets-habitability/,"September 10, 2019",harvard_191
A SWIFTer way to build organs,https://news.harvard.edu/gazette/story/2019/09/new-technique-being-developed-to-therapeutically-repair-and-replace-human-organs/,"September 6, 2019",harvard_192
Lessons in learning,https://news.harvard.edu/gazette/story/2019/09/study-shows-that-students-learn-more-when-taking-part-in-classrooms-that-employ-active-learning-strategies/,"September 4, 2019",harvard_193
"Hunters, herders, companions: Breeding dogs has reordered their brains",https://news.harvard.edu/gazette/story/2019/09/harvard-researcher-finds-canine-brains-vary-based-on-breed/,"September 3, 2019",harvard_194
Fighting flora with fauna,https://news.harvard.edu/gazette/story/2019/08/arnold-arboretum-uses-new-research-and-a-moth-to-fight-an-invasive-species/,"August 29, 2019",harvard_195
Pancreas on a chip,https://news.harvard.edu/gazette/story/2019/08/islet-on-a-chip-technology-streamlines-diabetes-research/,"August 29, 2019",harvard_196
A gentle grip on gelatinous creatures,https://news.harvard.edu/gazette/story/2019/08/ultra-soft-underwater-grippers-reach-next-level-of-perfection/,"August 28, 2019",harvard_197
Exposing how pancreatic cancer does its dirty work,https://news.harvard.edu/gazette/story/2019/08/exposing-how-pancreatic-cancer-does-its-dirty-work/,"August 28, 2019",harvard_198
How a zebrafish model may hold a key to biology,https://news.harvard.edu/gazette/story/2019/08/harvard-study-artificial-neural-networks-could-be-used-to-provide-insight-into-biological-systems/,"August 27, 2019",harvard_199
Want to avoid climate-related disasters? Try moving,https://news.harvard.edu/gazette/story/2019/08/making-a-case-for-managed-retreat-from-areas-prone-to-flooding-and-storms/,"August 23, 2019",harvard_200
Clever crows,https://news.harvard.edu/gazette/story/2019/08/like-humans-crows-are-more-optimistic-after-making-tools-to-solve-a-problem/,"August 22, 2019",harvard_201
Prospects clouded for finding life on the largest class of planets,https://news.harvard.edu/gazette/story/2019/08/harvard-astronomer-shows-exoplanet-has-no-atmosphere/,"August 20, 2019",harvard_202
How the moon came to be,https://news.harvard.edu/gazette/story/2019/08/graduate-student-lands-lunar-samples-to-learn-how-moon-was-formed/,"August 20, 2019",harvard_203
"Astronomy Lab sees the light — and wants everyone else to, too",https://news.harvard.edu/gazette/story/2019/08/astronomy-lab-at-harvard-makes-accessibility-a-priority/,"August 16, 2019",harvard_204
Uncovering how cells become organs,https://news.harvard.edu/gazette/story/2019/08/growing-organoids-uncovers-how-cells-become-organs/,"August 16, 2019",harvard_205
A red oak live tweets climate change,https://news.harvard.edu/gazette/story/2019/08/tree-in-harvard-forest-live-tweets-climate-change/,"August 13, 2019",harvard_206
Predicting the strength of earthquakes,https://news.harvard.edu/gazette/story/2019/08/early-seismic-waves-hold-the-clue-to-the-power-of-the-main-temblor/,"August 7, 2019",harvard_207
Mercury levels in fish are on the rise,https://news.harvard.edu/gazette/story/2019/08/climate-change-pushing-up-levels-of-methylmercury-in-fish/,"August 7, 2019",harvard_208
Giving teachers a DNA refresher,https://news.harvard.edu/gazette/story/2019/07/harvard-museum-of-natural-history-gives-hands-on-lab-work-to-middle-school-educators/,"July 30, 2019",harvard_209
The Mesoamerican attraction to magnetism,https://news.harvard.edu/gazette/story/2019/07/harvard-study-reveals-ancient-mesoamericans-knowledge-about-earths-magnetism/,"July 29, 2019",harvard_210
Electrifying insights into how bodies form,https://news.harvard.edu/gazette/story/2019/07/wyss-researchers-has-electrifying-insights-into-how-bodies-form/,"July 26, 2019",harvard_211
Visual forensics that can detect fake text,https://news.harvard.edu/gazette/story/2019/07/researchers-develop-a-method-to-identify-computer-generated-text/,"July 26, 2019",harvard_212
Using body heat to speed healing,https://news.harvard.edu/gazette/story/2019/07/bioinspired-wound-dressing-contracts-in-response-to-body-heat-speeding-up-healing/,"July 24, 2019",harvard_213
A new spin on an old question,https://news.harvard.edu/gazette/story/2019/07/harvard-researchers-create-dna-propellers/,"July 19, 2019",harvard_214
A way to make Mars habitable,https://news.harvard.edu/gazette/story/2019/07/making-mars-habitable/,"July 19, 2019",harvard_215
Harvard reflects on Apollo 11 and Neil Armstrong’s moon walk,https://news.harvard.edu/gazette/story/2019/07/a-trio-of-harvard-astronomers-reflect-on-the-impact-of-neil-armstrongs-first-steps-on-the-moon-then-and-now/,"July 18, 2019",harvard_216
Beneath the surface,https://news.harvard.edu/gazette/story/2019/07/theory-that-ridged-skin-helps-dolphins-debunked/,"July 18, 2019",harvard_217
Solving a statistical nightmare,https://news.harvard.edu/gazette/story/2019/07/researchers-find-a-simpler-pattern-of-ocean-warming/,"July 17, 2019",harvard_218
Are we alone in the universe?,https://news.harvard.edu/gazette/story/2019/07/harvard-fellow-searches-for-extraterrestrial-life/,"July 16, 2019",harvard_219
"Plague genomes show extent, diversity of massive Roman-era pandemic",https://news.harvard.edu/gazette/story/2019/07/max-planck-harvard-genome-study-shows-extent-diversity-of-roman-plague/,"July 12, 2019",harvard_220
A product idea with legs,https://news.harvard.edu/gazette/story/2019/07/researchers-eye-flashy-coats-of-peacock-spiders-in-pursuit-of-new-solar-products/,"July 10, 2019",harvard_221
Spreading seeds of life,https://news.harvard.edu/gazette/story/2019/07/harvard-study-suggests-asteroids-might-play-key-role-in-spreading-life/,"July 8, 2019",harvard_222
Soft robots for all,https://news.harvard.edu/gazette/story/2019/07/innovation-gives-soft-robots-new-complex-movements/,"July 8, 2019",harvard_223
Polarizing apposite,https://news.harvard.edu/gazette/story/2019/07/harvard-researchers-develop-portable-camera-that-sees-light-vibrate/,"July 8, 2019",harvard_224
So you think he can dance?,https://news.harvard.edu/gazette/story/2019/07/study-of-snowball-the-cockatoo-suggests-humans-arent-the-only-ones-who-can-dance/,"July 8, 2019",harvard_225
Single letter speaks volumes,https://news.harvard.edu/gazette/story/2019/07/gene-editing-tool-prevents-hearing-loss-in-mice-with-hereditary-deafness/,"July 3, 2019",harvard_226
Combing out a tangled problem,https://news.harvard.edu/gazette/story/2019/07/harvard-researchers-present-nanowire-devices-update/,"July 2, 2019",harvard_227
Oceans away,https://news.harvard.edu/gazette/story/2019/07/new-nasa-program-studies-sea-and-sky-to-better-understand-ocean-worlds-in-space/,"July 1, 2019",harvard_228
Speeding up single-cell genomics research,https://news.harvard.edu/gazette/story/2019/06/new-atac-seq-method-from-harvard-accelerates-single-cell-research/,"June 27, 2019",harvard_229
The RoboBee flies solo,https://news.harvard.edu/gazette/story/2019/06/robobee-makes-its-first-solo-flight/,"June 26, 2019",harvard_230
Leave those calluses alone,https://news.harvard.edu/gazette/story/2019/06/harvard-evolutionary-biologist-daniel-lieberman-turns-his-attention-to-walking/,"June 26, 2019",harvard_231
Blood-brain barrier chip performs human-like drug and antibody transport,https://news.harvard.edu/gazette/story/2019/06/wyss-institute-develops-technology-to-better-study-blood-brain-barrier/,"June 21, 2019",harvard_232
The little robot that could,https://news.harvard.edu/gazette/story/2019/06/irobot-acquires-root-robotics-bringing-coding-education-to-classrooms-worldwide/,"June 20, 2019",harvard_233
The science of the artificial,https://news.harvard.edu/gazette/story/2019/06/researchers-propose-machine-behavior-field-could-blend-ai-social-sciences/,"June 7, 2019",harvard_234
Beyond the cloud,https://news.harvard.edu/gazette/story/2019/06/with-molecular-data-storage-cat-videos-could-outlast-us-all/,"June 6, 2019",harvard_235
No laughing matter,https://news.harvard.edu/gazette/story/2019/06/harvard-chemist-permafrost-n2o-levels-12-times-higher-than-expected/,"June 6, 2019",harvard_236
Forward thinking,https://news.harvard.edu/gazette/story/2019/06/broad-institute-researchers-develop-3d-mini-brain-models/,"June 5, 2019",harvard_237
Editing genes at the source,https://news.harvard.edu/gazette/story/2019/06/breakthrough-harvard-research-shows-stem-cell-genes-can-be-edited-in-living-systems/,"June 4, 2019",harvard_238
A new vision for neuroscience,https://news.harvard.edu/gazette/story/2019/05/harvard-researcher-records-neural-activity-live/,"May 24, 2019",harvard_239
Researcher connects the dots in fin-to-limb evolution,https://news.harvard.edu/gazette/story/2019/05/harvard-researcher-connects-the-dots-in-fin-to-limb-evolution/,"May 21, 2019",harvard_240
Learning why cancer drugs work (or don’t),https://news.harvard.edu/gazette/story/2019/05/harvard-chemist-teases-out-why-drugs-work-or-dont/,"May 6, 2019",harvard_241
The evolution of flightless birds,https://news.harvard.edu/gazette/story/2019/05/harvard-study-explores-genetics-behind-evolution-of-flightless-birds/,"May 6, 2019",harvard_242
Easy on the eyes,https://news.harvard.edu/gazette/story/2019/05/harvard-medical-school-develops-ai-to-see-visual-cortexs-preferences/,"May 2, 2019",harvard_243
Researchers ID molecules that rein in CRISPR systems,https://news.harvard.edu/gazette/story/2019/05/brigham-broad-institute-researchers-id-molecules-that-rein-in-crispr-systems/,"May 2, 2019",harvard_244
AI model predicts TB resistance,https://news.harvard.edu/gazette/story/2019/05/harvard-undergrads-ai-model-predicts-tb-resistance/,"May 2, 2019",harvard_245
"Embedded EthiCS wins $150,000 grant",https://news.harvard.edu/gazette/story/2019/04/harvards-embedded-ethics-program-wins-grant/,"April 30, 2019",harvard_246
Ultra-high-speed Wi-Fi breakthrough,https://news.harvard.edu/gazette/story/2019/04/harvard-sound-transmitted-by-laser-is-ultra-high-speed-wi-fi-breakthrough/,"April 25, 2019",harvard_247
Day of the golden jackal,https://news.harvard.edu/gazette/story/2019/04/why-jackals-thrive-where-humans-dominate/,"April 25, 2019",harvard_248
Arboretum gets a solar boost,https://news.harvard.edu/gazette/story/2019/04/arboretum-goes-solar-in-harvards-largest-sustainability-initiative/,"April 24, 2019",harvard_249
Written in the bones,https://news.harvard.edu/gazette/story/2019/04/harvard-doctoral-students-describe-projects-at-the-cutting-edge-of-evolutionary-inquiry/,"April 22, 2019",harvard_250
Containing the sun,https://news.harvard.edu/gazette/story/2019/04/harvard-princeton-scientists-make-ai-breakthrough-for-fusion-energy/,"April 22, 2019",harvard_251
Protecting P-town,https://news.harvard.edu/gazette/story/2019/04/gsd-students-mull-how-to-protect-provincetown-while-retaining-its-charm/,"April 19, 2019",harvard_252
Rocketwoman,https://news.harvard.edu/gazette/story/2019/04/harvard-fellow-and-ex-astronaut-ochoa-reflects-on-apollo-landing/,"April 19, 2019",harvard_253
Clearing the way for cleaner air in China,https://news.harvard.edu/gazette/story/2019/04/study-shows-china-can-be-carbon-negative-in-an-economically-competitive-way/,"April 19, 2019",harvard_254
Before the Big Bang,https://news.harvard.edu/gazette/story/2019/04/harvard-study-proposes-new-way-to-probe-universe-before-the-big-bang/,"April 18, 2019",harvard_255
Identifying exotic properties,https://news.harvard.edu/gazette/story/2019/04/harvard-scientists-develop-way-to-identify-topological-materials/,"April 16, 2019",harvard_256
Laying some groundwork for environmental protection,https://news.harvard.edu/gazette/story/2019/04/wyss-institute-lays-groundwork-to-protect-environment-with-robots/,"April 16, 2019",harvard_257
Tackling climate change through study,https://news.harvard.edu/gazette/story/2019/04/climate-change-research-projects-win-1-million-in-harvard-grants/,"April 10, 2019",harvard_258
‘Seeing the unseeable’,https://news.harvard.edu/gazette/story/2019/04/harvard-scientists-lead-team-revealing-black-hole/,"April 10, 2019",harvard_259
"A black hole, revealed",https://news.harvard.edu/gazette/story/2019/04/harvard-scientists-shed-light-on-importance-of-black-hole-image/,"April 10, 2019",harvard_260
Putting ‘the language of the Earth on the agenda’,https://news.harvard.edu/gazette/story/2019/04/indigenous-leaders-put-the-language-of-the-earth-on-the-agenda-at-harvard/,"April 8, 2019",harvard_261
Breaking down ‘Beowulf’,https://news.harvard.edu/gazette/story/2019/04/did-beowulf-have-one-author-researchers-find-clues-in-stylometry/,"April 8, 2019",harvard_262
Building a better med student,https://news.harvard.edu/gazette/story/2019/04/at-harvard-adding-ai-to-m-d/,"April 5, 2019",harvard_263
Beware the deeper water,https://news.harvard.edu/gazette/story/2019/04/at-harvard-shark-researcher-documents-surge-of-great-whites-off-cape-cod/,"April 3, 2019",harvard_264
Tapping the collective mind,https://news.harvard.edu/gazette/story/2019/04/harvard-google-team-up-to-tap-the-collective-mind-in-medicine/,"April 3, 2019",harvard_265
A soft touch,https://news.harvard.edu/gazette/story/2019/04/harvard-team-eliminates-last-hard-component-from-soft-robots/,"April 2, 2019",harvard_266
Scientists are blown away by hurricane experiment’s results,https://news.harvard.edu/gazette/story/2019/03/harvard-scientists-blown-away-by-hurricane-simulation/,"March 26, 2019",harvard_267
‘Any patient with any disease’,https://news.harvard.edu/gazette/story/2019/03/harvards-immune-silent-stem-cell-technique-licensed-to-sana-biotechnology/,"March 26, 2019",harvard_268
A gold star for going green,https://news.harvard.edu/gazette/story/2019/03/harvard-recognized-at-climate-leadership-conference-for-sustainability-efforts/,"March 21, 2019",harvard_269
Seeing the forest for the trees,https://news.harvard.edu/gazette/story/2019/03/author-richard-powers-sees-nature-in-new-light-with-new-book/,"March 20, 2019",harvard_270
The genetics of regeneration,https://news.harvard.edu/gazette/story/2019/03/harvard-study-unlocks-a-key-to-regeneration/,"March 14, 2019",harvard_271
Our endless fascination with pi,https://news.harvard.edu/gazette/story/2019/03/harvard-physics-lecturer-on-why-pi-endlessly-fascinates-us/,"March 13, 2019",harvard_272
Sensors go undercover to outsmart the brain,https://news.harvard.edu/gazette/story/2019/03/harvard-neuronlike-brain-implants-may-help-treat-disease-mental-illness/,"March 12, 2019",harvard_273
Should landlords have to share what’s been bugging them?,https://news.harvard.edu/gazette/story/2019/03/to-control-bedbugs-tell-potential-tenants-about-past-infestations-study-says/,"March 12, 2019",harvard_274
A step closer to tissue-engineered kidneys,https://news.harvard.edu/gazette/story/2019/03/harvard-scientists-bioprint-3-d-kidney-tubules/,"March 8, 2019",harvard_275
"‘Siri, who provided your voice?’",https://news.harvard.edu/gazette/story/2019/03/actor-who-voices-siri-joins-harvard-panel-on-communication/,"March 5, 2019",harvard_276
"Following conflict, a turn to the divine",https://news.harvard.edu/gazette/story/2019/03/study-shows-that-many-who-experience-trauma-of-war-become-increasingly-religious/,"March 5, 2019",harvard_277
Mining the mysteries of DNA,https://news.harvard.edu/gazette/story/2019/03/science-writers-discuss-sideways-dna-at-harvard/,"March 1, 2019",harvard_278
DNA reveals we are all genetic mutts,https://news.harvard.edu/gazette/story/2019/02/harvard-geneticist-no-populations-dna-is-pure/,"February 28, 2019",harvard_279
Seeing things in a different light,https://news.harvard.edu/gazette/story/2019/02/harvard-researchers-convert-photons-could-be-used-to-fight-cancer/,"February 27, 2019",harvard_280
Making sense of how the blind ‘see’ color,https://news.harvard.edu/gazette/story/2019/02/making-sense-of-how-the-blind-see-color/,"February 27, 2019",harvard_281
Brainy birds,https://news.harvard.edu/gazette/story/2019/02/harvard-study-shows-parrots-can-pass-classic-test-of-intelligence/,"February 25, 2019",harvard_282
Focusing on the fovea,https://news.harvard.edu/gazette/story/2019/02/harvard-researchers-explore-macular-degeneration-through-a-new-lens/,"February 21, 2019",harvard_283
Facing crocodiles head-on,https://news.harvard.edu/gazette/story/2019/02/study-examines-how-developmental-changes-modified-the-reptiles-snouts/,"February 20, 2019",harvard_284
The impact of ocean acidification,https://news.harvard.edu/gazette/story/2019/02/ocean-acidification-shown-to-have-negative-impact-on-fish-skeletons/,"February 20, 2019",harvard_285
"And now, land may be sinking",https://news.harvard.edu/gazette/story/2019/02/study-of-sea-level-rise-finds-land-sinking-along-east-coast/,"February 19, 2019",harvard_286
Solving colibactin’s code,https://news.harvard.edu/gazette/story/2019/02/study-examines-how-colibactin-causes-cancer/,"February 19, 2019",harvard_287
"Think different, act more",https://news.harvard.edu/gazette/story/2019/02/environmental-policy-advocate-hal-harvey-suggests-new-paths-to-combat-climate-change/,"February 19, 2019",harvard_288
More than a courier,https://news.harvard.edu/gazette/story/2019/02/axon-moves-past-role-as-a-nerve-cells-foot-soldier/,"February 15, 2019",harvard_289
Termites shape and are shaped by their mounds,https://news.harvard.edu/gazette/story/2019/02/how-do-tiny-termites-make-such-massive-mounds/,"February 12, 2019",harvard_290
"Rapid evolution, illustrated",https://news.harvard.edu/gazette/story/2019/02/harvard-study-captures-clear-picture-of-how-evolution-works-in-vertebrates/,"February 8, 2019",harvard_291
Microbial manufacturing,https://news.harvard.edu/gazette/story/2019/02/harvard-study-looks-at-how-microbes-produce-cancer-fighting-compound/,"February 7, 2019",harvard_292
Twins in space,https://news.harvard.edu/gazette/story/2019/02/at-harvard-a-discussion-of-twins-in-space/,"February 6, 2019",harvard_293
When science is unreliable,https://news.harvard.edu/gazette/story/2019/02/radcliffe-scholar-probes-key-moments-in-scientific-reproducibility-crisis/,"February 4, 2019",harvard_294
Looking at lunglessness,https://news.harvard.edu/gazette/story/2019/01/lungless-salamanders-skin-expresses-protein-crucial-for-lung-function/,"January 31, 2019",harvard_295
"To tackle climate change, share burden — and benefits",https://news.harvard.edu/gazette/story/2019/01/science-must-join-with-social-policy-evolution-to-battle-climate-change/,"January 30, 2019",harvard_296
How violence pointed to virtue,https://news.harvard.edu/gazette/story/2019/01/author-examines-the-strange-relationship-between-good-and-evil/,"January 28, 2019",harvard_297
Embedding ethics in computer science curriculum,https://news.harvard.edu/gazette/story/2019/01/harvard-works-to-embed-ethics-in-computer-science-curriculum/,"January 25, 2019",harvard_298
Radcliffe scholar tracks squirrels in search of memory gains,https://news.harvard.edu/gazette/story/2019/01/radcliffe-fellow-tracks-squirrels-for-insights-on-human-memory/,"January 24, 2019",harvard_299
Clues of heart disease found in 16th-century mummies,https://news.harvard.edu/gazette/story/2019/01/evidence-of-atherosclerosis-found-in-16th-century-mummies-from-greenland/,"January 23, 2019",harvard_300
Science at the speed of ‘light-sheet’,https://news.harvard.edu/gazette/story/2019/01/new-technique-enables-subcellular-imaging-of-brain-tissue-1000x-faster-than-other-methods/,"January 22, 2019",harvard_301
Workshops explore data and computational science,https://news.harvard.edu/gazette/story/2019/01/harvard-workshops-explore-data-and-computational-science/,"January 17, 2019",harvard_302
A growing role as a living lab,https://news.harvard.edu/gazette/story/2019/01/arnold-arboretums-role-as-a-living-lab-grows-as-environmental-issues-mount/,"January 16, 2019",harvard_303
Perspectives on gene editing,https://news.harvard.edu/gazette/story/2019/01/perspectives-on-gene-editing/,"January 9, 2019",harvard_304
Stepping inside a dead star,https://news.harvard.edu/gazette/story/2018/12/a-virtual-reality-experience-of-being-inside-an-exploded-star/,"December 21, 2018",harvard_305
Robots with sticky feet can go where humans can’t,https://news.harvard.edu/gazette/story/2018/12/robots-with-sticky-feet-can-go-where-humans-cant-fit/,"December 19, 2018",harvard_306
Size a concern when replacing heart valves,https://news.harvard.edu/gazette/story/2018/12/cardiologists-can-reduce-leaky-heart-valves-with-3-d-printing/,"December 11, 2018",harvard_307
"Life, with another ingredient",https://news.harvard.edu/gazette/story/2018/12/inosine-could-be-a-potential-route-to-the-first-rna-harvard-study-says/,"December 10, 2018",harvard_308
Replacing hard parts in soft robots,https://news.harvard.edu/gazette/story/2018/12/researchers-develop-soft-valves-to-make-entirely-soft-robots/,"December 6, 2018",harvard_309
Reading teeth,https://news.harvard.edu/gazette/story/2018/12/study-uses-rings-in-teeth-to-understand-the-environment-neanderthals-faced/,"December 3, 2018",harvard_310
How mammals grew diverse,https://news.harvard.edu/gazette/story/2018/11/harvard-study-models-forelimbs-of-echidnas-to-shed-light-on-evolution/,"November 30, 2018",harvard_311
Shining a light on quantum bits,https://news.harvard.edu/gazette/story/2018/11/student-engineers-an-interaction-between-two-qubits-using-photons/,"November 30, 2018",harvard_312
Picturing early Mars,https://news.harvard.edu/gazette/story/2018/11/harvards-robin-wordsworth-envisions-better-view-of-early-mars/,"November 29, 2018",harvard_313
Yeasts get a boost from solar power,https://news.harvard.edu/gazette/story/2018/11/yeast-are-getting-a-boost-from-solar-power/,"November 29, 2018",harvard_314
Cultivating a wider role for female scientists,https://news.harvard.edu/gazette/story/2018/11/arboretum-expedition-cultivates-wider-role-for-female-scientists/,"November 28, 2018",harvard_315
Critical collections,https://news.harvard.edu/gazette/story/2018/11/a-special-journal-explains-the-critical-importance-of-biological-collections/,"November 19, 2018",harvard_316
Something weird this way comes,https://news.harvard.edu/gazette/story/2018/11/harvard-researchers-see-alien-potential-in-mysterious-object/,"November 19, 2018",harvard_317
Fish teeth mark periods of evolution,https://news.harvard.edu/gazette/story/2018/11/tiny-teeth-tell-the-story-of-two-fish-species-rapid-evolution/,"November 16, 2018",harvard_318
Bees on the brink,https://news.harvard.edu/gazette/story/2018/11/pesticide-exposure-can-dramatically-impact-bees-social-behaviors/,"November 16, 2018",harvard_319
Harvard’s quantum leap,https://news.harvard.edu/gazette/story/2018/11/harvard-makes-a-quantum-leap-with-new-initiative/,"November 14, 2018",harvard_320
Filtering liquids with liquids,https://news.harvard.edu/gazette/story/2018/11/new-filtration-system-improves-industrial-wastewater-purification-saves-energy/,"November 9, 2018",harvard_321
Turning tide on greenhouse gases,https://news.harvard.edu/gazette/story/2018/11/new-system-opens-the-door-to-transforming-co2-into-industrial-fuels/,"November 8, 2018",harvard_322
Seeing cell membranes in new light,https://news.harvard.edu/gazette/story/2018/11/harvard-research-challenges-conventional-thinking-on-cell-membranes/,"November 8, 2018",harvard_323
Correcting a lack of cooperation,https://news.harvard.edu/gazette/story/2018/11/building-bridges-can-foster-cooperation-between-uncooperative-groups/,"November 7, 2018",harvard_324
Changing temperatures boost U.S. corn yield — for now,https://news.harvard.edu/gazette/story/2018/11/changing-temperatures-are-helping-corn-production-in-u-s-for-now/,"November 6, 2018",harvard_325
Is anybody out there?,https://news.harvard.edu/gazette/story/2018/11/radcliffe-hears-from-astronomer-jill-tarter-on-search-for-intelligent-life/,"November 1, 2018",harvard_326
"Electrons, up really close",https://news.harvard.edu/gazette/story/2018/10/harvard-team-helps-make-most-precise-measure-ever-of-electrons-charge/,"October 29, 2018",harvard_327
A measure of success for groundwater storage,https://news.harvard.edu/gazette/story/2018/10/study-uses-seismic-noise-to-track-water-levels-in-underground-aquifers/,"October 29, 2018",harvard_328
Breaking down backbones,https://news.harvard.edu/gazette/story/2018/10/study-examines-how-mammal-backbones-changed-during-evolution/,"October 19, 2018",harvard_329
New tool aids in sensing magnetic fields,https://news.harvard.edu/gazette/story/2018/10/new-tool-simultaneously-senses-magnetic-fields-in-various-directions/,"October 11, 2018",harvard_330
The down side to wind power,https://news.harvard.edu/gazette/story/2018/10/large-scale-wind-power-has-its-down-side/,"October 4, 2018",harvard_331
A cautionary tale for Silicon Valley,https://news.harvard.edu/gazette/story/2018/10/at-harvard-author-weaves-cautionary-tale-for-silicon-valley/,"October 3, 2018",harvard_332
Crunch time for the human race,https://news.harvard.edu/gazette/story/2018/10/martin-rees-brings-on-the-future-prospects-for-humanity-to-harvard/,"October 3, 2018",harvard_333
Soft robotic arm acts as extension of human hand,https://news.harvard.edu/gazette/story/2018/10/soft-robotic-arm-offers-dexterity-similar-to-a-human-hands/,"October 3, 2018",harvard_334
Why your online data isn’t safe,https://news.harvard.edu/gazette/story/2018/10/why-your-online-data-isnt-safe/,"October 2, 2018",harvard_335
Pitcher plants build own communities,https://news.harvard.edu/gazette/story/2018/09/pitcher-plant-samples-from-opposite-sides-of-the-globe-are-surprisingly-similar/,"September 26, 2018",harvard_336
Studying environmental issues in China,https://news.harvard.edu/gazette/story/2018/09/harvard-undergrads-spend-summer-studying-environmental-issues-in-china/,"September 26, 2018",harvard_337
"For teens who feel it all, a research-backed explanation",https://news.harvard.edu/gazette/story/2018/09/harvard-researchers-examine-evolution-of-emotion-differentiation/,"September 21, 2018",harvard_338
"You say John, I say Paul. But what does stylometry say?",https://news.harvard.edu/gazette/story/2018/09/harvard-statistician-examines-beatles-mystery/,"September 19, 2018",harvard_339
Siding with science,https://news.harvard.edu/gazette/story/2018/09/ex-epa-chief-gina-mccarthy-shares-vision-for-leadership-role-at-harvard/,"September 13, 2018",harvard_340
‘Error’ brings opportunity to metaLAB,https://news.harvard.edu/gazette/story/2018/09/harvards-metalab-attends-festival-on-error-the-art-of-imperfection/,"September 12, 2018",harvard_341
Understanding insect damage over time,https://news.harvard.edu/gazette/story/2018/09/understanding-insect-damage-over-time/,"September 10, 2018",harvard_342
Examining aftershocks with AI,https://news.harvard.edu/gazette/story/2018/09/harvard-scientists-probe-aftershocks-with-ai/,"September 6, 2018",harvard_343
Data analysis could be key to success,https://news.harvard.edu/gazette/story/2018/09/understanding-data-is-key-to-unlocking-job-opportunities/,"September 4, 2018",harvard_344
Printing with sound,https://news.harvard.edu/gazette/story/2018/08/researchers-have-developed-a-new-printing-technology-that-uses-sound-waves/,"August 31, 2018",harvard_345
Movement monitor,https://news.harvard.edu/gazette/story/2018/08/an-open-source-ai-tool-available-to-study-movement-across-behaviors-and-species/,"August 30, 2018",harvard_346
Learning catalysts’ secrets,https://news.harvard.edu/gazette/story/2018/08/harvards-cynthia-friend-and-teammates-hope-to-revolutionize-chemical-production/,"August 30, 2018",harvard_347
Taking the brain apart to put it all together again,https://news.harvard.edu/gazette/story/2018/08/blood-vessels-do-more-than-carry-blood-they-also-keep-your-brain-healthy/,"August 20, 2018",harvard_348
What a difference a year of data science makes,https://news.harvard.edu/gazette/story/2018/08/harvard-data-science-initiative-rolls-out-new-research-areas/,"August 14, 2018",harvard_349
New test helps ID those at risk for five deadly diseases,https://news.harvard.edu/gazette/story/2018/08/polygenic-risk-scoring-flags-likelihood-of-developing-common-diseases/,"August 14, 2018",harvard_350
Tracking rivers to read ancient glaciers,https://news.harvard.edu/gazette/story/2018/08/ancient-changes-along-the-hudson-offer-glimpse-into-how-ice-sheets-grew/,"August 13, 2018",harvard_351
Genetic barcodes trace cells back to single-cell origin,https://news.harvard.edu/gazette/story/2018/08/genetic-barcodes-can-record-every-cells-history-in-real-time/,"August 9, 2018",harvard_352
Soft multifunctional robots get really small,https://news.harvard.edu/gazette/story/2018/08/tiny-robots-being-designed-for-delicate-procedures/,"August 6, 2018",harvard_353
