"","gender_person_1","gender_person_2","gender_person_3","gender_person_4","gender_person_5","gender_person_6","gender_person_7","gender_person_8","gender_person_9","gender_person_10","total_people_pictured","total_women","total_men","total_ambiguous","building_code","clean_img_name"
"756",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3454"
"757",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3454"
"758",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3454"
"759",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3454"
"760",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3454"
"761",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3454"
"762",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3454"
"763",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3454"
"764",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3454"
"765",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3454"
"766",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3460"
"767",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3462"
"768",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3463"
"769",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3464"
"770",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3465"
"771",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3465"
"772",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3466"
"773",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3466"
"774",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3467"
"775",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3467"
"776",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3468"
"777",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3468"
"778",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3469"
"779",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3469"
"780",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3470"
"781",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3470"
"782",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3471"
"783",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3471"
"784",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3472"
"785",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3472"
"786",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3473"
"787",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3473"
"788",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3474"
"789",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3474"
"790",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3475"
"791",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3475"
"792",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3476"
"793",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3477"
"794",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3478"
"795",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3479"
"796",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3480"
"797",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3481"
"798",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3483"
"799",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3484"
"800",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3485"
"801",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3486"
"802",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3487"
"803",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3488"
"804",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3489"
"805",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3509"
"806",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3509"
"807",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3509"
"808",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3509"
"809",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3510"
"810",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3510"
"811",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3511"
"812",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3511"
"813",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3512"
"814",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3512"
"815",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3512"
"816",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3512"
"817",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3513"
"818",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3513"
"819",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3513"
"820",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3513"
"821",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3514"
"822",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3514"
"823",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3514"
"824",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3514"
"825",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3515"
"826",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3515"
"827",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3515"
"828",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3515"
"829",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3516"
"830",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3517"
"831",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3517"
"832",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3517"
"833",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3517"
"834",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3518"
"835",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3518"
"836",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3518"
"837",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3518"
"838",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3521"
"839",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3521"
"840",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3521"
"841",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3521"
"842",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3522"
"843",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3522"
"844",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3522"
"845",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3522"
"846",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3523"
"847",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3523"
"848",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3524"
"849",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3525"
"850",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3526"
"851",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3527"
"852",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3528"
"853",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3529"
"854",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3529"
"855",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3529"
"856",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3529"
"857",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3529"
"858",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3541"
"859",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3543"
"860",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3543"
"861",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3543"
"862",1,1,1,1,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,6,"IMG_3543"
"863",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3543"
"864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"~22",7,9,NA,6,"IMG_3543"
"865",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3544"
"866",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3545"
"867",1,0,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3564"
"868",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3566"
"869",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3566"
"870",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3566"
"871",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3566"
"872",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3566"
"873",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3566"
"874",2,1,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,6,"IMG_3567"
"875",1,1,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,6,"IMG_3568"
"876",1,1,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,6,"IMG_3569"
"877",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3572"
"878",1,2,1,2,2,NA,NA,NA,NA,NA,"4",NA,NA,NA,6,"IMG_3572"
"879",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,6,"IMG_3584"
"880",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3584"
"881",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3598"
"882",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3598"
"883",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3598"
"884",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3598"
"885",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3598"
"886",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3598"
"887",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3598"
"888",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3599"
"889",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3599"
"890",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3599"
"891",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3599"
"892",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3600"
"893",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3600"
"894",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3600"
"895",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3600"
"896",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3600"
"897",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3601"
"898",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3601"
"899",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3601"
"900",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3601"
"901",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3601"
"902",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3601"
"903",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3604"
"904",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3604"
"905",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3604"
"906",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3604"
"907",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3604"
"908",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3604"
"909",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3605"
"910",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3605"
"911",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3605"
"912",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3605"
"913",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3605"
"914",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3605"
"915",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3606"
"916",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3606"
"917",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3606"
"918",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3606"
"919",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3606"
"920",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3606"
"921",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3607"
"922",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3607"
"923",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3607"
"924",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3607"
"925",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3607"
"926",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3607"
"927",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3608"
"928",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3608"
"929",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3608"
"930",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3608"
"931",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3608"
"932",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3608"
"933",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3609"
"934",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3609"
"935",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3609"
"936",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3609"
"937",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3610"
"938",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3620"
"939",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3620"
"940",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3621"
"941",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3622"
"942",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3623"
"943",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3640"
"944",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3642"
"945",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3646"
"946",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3655"
"947",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3664"
"948",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3664"
"949",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3664"
"950",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3664"
"951",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3664"
"952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",2,10,NA,6,"IMG_3693"
"953",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3712"
"954",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3713"
"955",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3714"
"956",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3717"
"957",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3718"
"958",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3719"
"959",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3720"
"960",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3721"
"961",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3722"
"962",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3723"
"963",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"964",0,1,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"965",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3724"
"966",0,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3724"
"967",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3724"
"968",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3724"
"969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",2,6,NA,6,"IMG_3724"
"970",1,1,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,6,"IMG_3724"
"971",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"972",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"973",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"974",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"975",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"976",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"977",1,1,1,1,2,NA,NA,NA,NA,NA,"5",NA,NA,NA,6,"IMG_3724"
"978",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"979",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"980",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3724"
"981",2,0,0,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,6,"IMG_3724"
"982",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"983",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"984",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"985",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3724"
"986",1,2,2,2,1,2,2,2,NA,NA,"8",NA,NA,NA,6,"IMG_3725"
"987",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3726"
"988",2,2,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,6,"IMG_3726"
"989",2,1,1,2,2,1,NA,NA,NA,NA,"6",NA,NA,NA,6,"IMG_3727"
"990",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3728"
"991",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3728"
"992",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3728"
"993",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3728"
"994",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3729"
"995",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3729"
"996",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3729"
"997",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3730"
"998",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3730"
"999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3731"
"1000",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3732"
"1001",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3737"
"1002",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3737"
"1003",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3737"
"1004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3737"
"1005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3738"
"1006",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3738"
"1007",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3738"
"1008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3738"
