,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,DistributionChannel,consent,age,race,ethnicity,major.declare,gender,against.time_First.Click,against.time_Last.Click,against.time_Page.Submit,against.time_Click.Count,genes.time_First.Click,genes.time_Last.Click,genes.time_Page.Submit,genes.time_Click.Count,shell.time_First.Click,shell.time_Last.Click,shell.time_Page.Submit,shell.time_Click.Count,stimuli.title,anagram1.time_First.Click,anagram1.time_Last.Click,anagram1.time_Page.Submit,anagram1.time_Click.Count,anagram1,anagram2.time_First.Click,anagram2.time_Last.Click,anagram2.time_Page.Submit,anagram2.time_Click.Count,anagram2,anagram3.time_First.Click,anagram3.time_Last.Click,anagram3.time_Page.Submit,anagram3.time_Click.Count,anagram3,anagram4.time_First.Click,anagram4.time_Last.Click,anagram4.time_Page.Submit,anagram4.time_Click.Count,anagram4,anagram5.time_First.Click,anagram5.time_Last.Click,anagram5.time_Page.Submit,anagram5.time_Click.Count,anagram5,anagram6.time_First.Click,anagram6.time_Last.Click,anagram6.time_Page.Submit,anagram6.time_Click.Count,anagram6,anagram7.time_First.Click,anagram7.time_Last.Click,anagram7.time_Page.Submit,anagram7.time_Click.Count,anagram7,anagram8.time_First.Click,anagram8.time_Last.Click,anagram8.time_Page.Submit,anagram8.time_Click.Count,anagram8,anagram9.time_First.Click,anagram9.time_Last.Click,anagram9.time_Page.Submit,anagram9.time_Click.Count,anagram9,anagram10.time_First.Click,anagram10.time_Last.Click,anagram10.time_Page.Submit,anagram10.time_Click.Count,anagram10,creativity.time_First.Click,creativity.time_Last.Click,creativity.time_Page.Submit,creativity.time_Click.Count,interest_1,interest_2,interest_3,interest_4,interest_5,interest_6,interest_7,interest_8,interest_9,interest_10,interest_11,interest_12,interest_13,interest_14,interest_15,interest_16,interest_17,interest_18,lead_1,lead_2,lead_3,lead_4,lead_5,lead_6,lead_7,pj.fit_1,pj.fit_2,pj.fit_3,pj.fit_4,pj.fit_5,confidence_1,confidence_2,confidence_3,selfeff_1,selfeff_2,selfeff_3,selfeff_4,selfeff_5,selfeff_6,selfeff_7,selfeff_8,selfeff_9,selfeff_10,selfeff_11,selfeff_12,selfeff_13,selfeff_14,selfeff_15,selfeff_16,selfeff_17,selfeff_18,dd.interest,dd.graduate,dd.prof,dd.gender.good,dd.gender.career,dd.important,dd.useful,dd.care,dd.school_1,dd.school_2,dd.school_3,dd.school_4,dd.school_5,dd.school_6,dd.school_7,dd.school_8,dd.school_9,dd.school_10,dd.school_11,dd.school_12,dd.school_13,dd.school_14,dd.major,gender.belief_1,gender.belief_2,gender.belief_3,gender.belief_4,manip.gender,manip.image,major,stem.classes.num,FL_15_DO,Stimuli.againstthetide_DO,Stimuli.genesforage_DO,Stimuli.shellofplant_DO,against.article,against.gender,against.image,genes.article,genes.gender,genes.image,shell.article,shell.gender,shell.image,in_research_methods_class,genderF,gender.mf.F,participant.gender,article.cond,image.cond,image.3level.cond,image.2level.cond,gender.cond,cell,article.image.cond,stimuli.title.score,manip.gender.score,manip.image.score
330,3/21/19 22:03,3/21/19 22:15,0,100,742,1,3/21/19 22:15,anonymous,4,18,3,2,2,2,NA,NA,NA,NA,3.887,87.82,99.001,6,NA,NA,NA,NA,2,1.44,1.44,5.489,1,mitochondria,0.927,24.694,24.705,3,,0.701,0.701,13.87,1,pippete,1.138,13.579,13.588,2,,0.718,6.457,6.484,2,,0.784,6.626,6.635,2,,0.646,6.547,6.557,2,,0.71,4.629,4.637,2,,0.799,14.597,14.607,2,,1.501,7.328,7.335,2,,2.983,21.242,21.62,3,3,5,5,3,5,5,5,5,2,6,6,3,5,5,3,5,3,5,5,5,6,5,5,5,5,6,6,6,3,4,5,5,3,2,5,5,3,5,5,5,5,3,6,6,3,5,3,5,5,3,5,2,2,3,4,2,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,8,8,8,1,1,1,48,3,Stimuli-genesforage,,genes.time|genes.M.M1,,,,,genes,M,M1,,,,FALSE,2,2,Women,genes,M1,M,P,M,genes M M1,Man-Pic,1,1,1
331,3/21/19 22:14,3/21/19 22:18,0,100,252,1,3/21/19 22:18,anonymous,4,20,13,2,2,2,0,0,8.944,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1.183,1.183,5.201,1,mitochondria,1.514,1.514,1.523,1,,2.099,2.099,2.105,1,,2.231,2.231,2.238,1,,2.21,2.21,4.894,1,experiment,2.728,2.728,2.735,1,,1.896,1.896,1.901,1,,1.858,1.858,1.861,1,,2.18,2.18,2.184,1,,2.777,2.777,2.784,1,,1.703,6.778,7.333,2,3,3,4,3,4,5,5,4,3,3,3,3,3,3,4,5,5,4,3,3,3,3,5,3,3,4,3,4,5,4,3,2,3,3,3,4,4,4,3,3,3,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,3,3,3,3,3,4,2,2,2,4,4,3,3,3,3,4,5,3,3,3,3,1,1,2,1,Stimuli-againstthetide,against.time|against.M.M3,,,against,M,M3,,,,,,,FALSE,2,2,Women,against,M3,M,P,M,against M M3,Man-Pic,1,1,1
332,3/21/19 22:24,3/21/19 22:48,0,100,1466,1,3/21/19 22:48,anonymous,4,18,12,12,2,2,NA,NA,NA,NA,0,0,12.966,0,NA,NA,NA,NA,2,2.922,2.922,7.161,1,mitochondria,3.298,75.063,75.074,4,,19.07,19.07,23.737,1,pipette,4.646,68.093,68.209,3,,69.152,72.719,72.73,2,,8.653,8.653,8.663,1,,24.476,51.386,51.395,2,,2.779,10.116,38.276,5,centrifuge,7.002,43.929,44.049,3,,7.74,7.74,7.753,1,,4.34,94.71,140.047,9,2,5,5,1,6,7,6,7,1,7,6,1,6,1,6,6,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,6,7,7,7,1,7,7,1,7,1,6,5,1,7,6,6,7,5,2,7,7,7,7,5,5,1,5,7,5,6,7,5,7,7,1,2,1,8,8,8,2,2,4,"6,7,8,11,44",5,Stimuli-genesforage,,genes.time|genes.F.O1,,,,,genes,F,O1,,,,FALSE,2,2,Women,genes,O1,O,O,F,genes F O1,Woman-No Pic,1,1,0
333,3/21/19 22:47,3/21/19 23:06,0,100,1163,1,3/21/19 23:06,anonymous,4,18,3,2,2,2,2.804,35.165,56.595,9,NA,NA,NA,NA,NA,NA,NA,NA,1,1.244,7.043,27.323,4,mitochondria ,3.013,35.543,35.551,7,,2.631,2.663,10.676,2,Pippete ,1.46,18.603,18.609,4,,0.944,0.976,4.09,2,Experiment,1.199,15.541,15.549,4,,6.229,6.237,6.245,2,,6.906,10.201,14.968,5,Centrifuge,1.275,15.136,15.143,4,,2.631,2.661,7.874,2,Microscope,1.819,28.953,72.142,10,2,6,6,2,6,6,6,7,2,7,5,2,6,2,6,6,2,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,2,6,6,6,6,2,6,6,2,6,2,5,6,2,6,5,5,7,5,2,6,6,7,7,7,7,7,7,5,3,5,5,3,6,6,2,2,3,6,8,8,2,2,2,"39,45",8,Stimuli-againstthetide,against.time|against.F.F1,,,against,F,F1,,,,,,,FALSE,2,2,Women,against,F1,F,P,F,against F F1,Woman-Pic,1,1,1
334,3/22/19 0:14,3/22/19 0:26,0,100,704,1,3/22/19 0:26,anonymous,4,18,13,2,2,1,0,0,41.942,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1.233,9.715,10.163,2,mitochondria,15.838,43.482,43.487,2,,0.942,17.763,17.768,2,,11.281,11.281,11.288,1,,1.107,34.141,34.145,2,,9.13,10.133,10.138,2,,10.832,10.832,10.838,1,,0.866,17.409,17.413,2,,0.807,5.508,5.512,3,,9.308,9.308,9.315,1,,3.498,3.498,16.957,1,2,6,6,2,6,6,6,7,1,6,6,1,5,1,3,6,1,6,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,7,5,6,6,7,6,2,6,6,1,6,2,3,6,1,6,5,2,7,4,4,7,7,7,7,7,7,6,7,4,4,5,5,2,5,5,5,3,2,8,8,8,2,1,1,7,7,Stimuli-againstthetide,against.time|against.M.M2,,,against,M,M2,,,,,,,FALSE,1,1,Men,against,M2,M,P,M,against M M2,Man-Pic,1,1,1
335,3/22/19 2:14,3/22/19 2:40,0,100,1602,1,3/22/19 2:40,anonymous,4,20,10,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,61.821,63.126,65.1,2,3,15.633,15.633,24.142,1,mitochondria,113.511,113.511,113.517,1,,6.7,81.903,81.907,3,,35.729,111.392,118.584,7,computation,4.27,44.752,49.097,4,experiment,20.071,38.791,38.697,5,,19.322,68.685,68.689,4,,6.448,6.448,12.696,1,centrifuge,25.418,41.269,41.273,4,,24.002,24.002,31.791,1,microscope,96.651,154.385,168.826,2,2,6,6,1,6,6,6,7,1,7,6,1,6,1,5,6,1,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,5,6,5,3,6,6,6,7,1,7,7,1,6,1,5,6,1,7,6,4,7,4,2,6,7,6,7,6,7,6,6,6,6,6,6,6,5,4,5,4,2,8,8,8,2,2,2,39,9,Stimuli-shellofplant,,,shell.time|shell.F.F3,,,,,,,shell,F,F3,FALSE,2,2,Women,shell,F3,F,P,F,shell F F3,Woman-Pic,1,1,1
336,3/22/19 2:52,3/22/19 3:01,0,100,555,1,3/22/19 3:01,anonymous,4,20,13,2,1,1,NA,NA,NA,NA,0,0,18.484,0,NA,NA,NA,NA,2,1,8.869,9.285,2,mitochondria,0.785,6.329,6.332,4,,1.008,1.008,5.114,1,pipette,0.725,6.047,6.051,2,,1.156,3.833,3.836,2,,1.97,1.97,1.974,1,,0.826,2.447,2.449,2,,1.209,5.273,5.276,2,,3.425,4.416,4.418,2,,2.329,2.329,2.332,1,,0.757,0.757,26.983,1,2,6,6,2,6,6,6,6,2,6,6,2,6,2,5,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,2,6,6,6,6,2,6,6,2,6,2,6,6,2,6,5,5,7,5,3,6,6,6,6,6,6,5,5,6,6,6,5,5,6,6,4,5,3,7,8,7,2,2,2,7,15,Stimuli-genesforage,,genes.time|genes.F.F3,,,,,genes,F,F3,,,,FALSE,1,1,Men,genes,F3,F,P,F,genes F F3,Woman-Pic,1,1,1
337,3/20/19 9:57,3/22/19 7:01,0,100,162218,1,3/22/19 7:01,anonymous,4,19,3,2,2,2,109.613,109.613,1889.405,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.593,8.154,23.704,2,mitochondria,1.377,11565.401,11565.409,2,,1.35,114.009,114.012,5,,1.683,80.076,80.08,2,,1.906,1.906,16.856,1,experiment,1.884,93.765,93.772,2,,2.237,150.978,150.981,4,,1.571,1.571,28.542,1,centrifuge,1.792,249.522,249.525,7,,1.649,1.649,7.85,1,microscope,2.914,110.399,257.074,6,3,5,6,3,6,6,6,6,3,5,5,3,5,3,4,5,5,5,5,5,5,6,5,6,5,6,6,6,3,3,5,6,5,5,5,6,3,5,5,5,5,3,6,3,2,5,3,4,5,3,5,3,5,5,5,2,6,6,5,7,5,6,4,6,5,5,5,5,3,6,6,5,2,5,7,8,8,3,2,1,48,4,Stimuli-againstthetide,against.time|against.M.M3,,,against,M,M3,,,,,,,FALSE,2,2,Women,against,M3,M,P,M,against M M3,Man-Pic,1,0,1
338,3/22/19 6:44,3/22/19 7:02,0,100,1110,1,3/22/19 7:02,anonymous,4,19,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,37.896,0,3,4.227,11.213,15.252,2,mitochondrian,20.7,47.731,47.741,2,,0.961,35.134,41.523,4,pippete (pipette?),1.554,54.39,54.395,2,,7.577,40.31,40.315,3,,1.214,49.498,49.502,6,,1.213,30.057,30.064,3,,0.142,14.036,14.043,3,,2.396,31.304,34.859,5, ,2.465,6.702,6.711,2,,4.54,4.54,76.931,1,1,7,7,1,7,7,7,7,1,7,7,1,7,1,5,6,1,7,7,7,7,7,7,7,7,3,6,3,7,7,7,7,7,7,3,6,1,7,7,7,7,1,7,7,1,7,1,5,6,1,7,6,7,7,2,3,7,7,7,7,7,7,2,5,6,7,7,7,6,7,6,2,2,3,6,8,8,2,2,2,45,4,Stimuli-shellofplant,,,shell.time|shell.F.F1,,,,,,,shell,F,F1,FALSE,2,2,Women,shell,F1,F,P,F,shell F F1,Woman-Pic,1,1,1
339,3/22/19 9:16,3/22/19 9:37,0,100,1275,1,3/22/19 9:37,anonymous,4,18,13,2,2,2,0,0,141.404,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1.821,65.543,65.547,3,,1.503,34.815,34.819,4,,1.256,34.4,34.403,2,,0.996,35.89,35.893,2,,1.269,1.269,9.484,1,experiment,0.813,27.591,27.594,3,,1.801,20.868,20.87,2,,0.889,12.923,12.926,2,,1.276,26.225,26.229,3,,1.286,9.15,9.154,2,,2.124,73.335,125.155,4,2,7,7,1,6,6,6,6,1,7,6,1,6,2,6,6,1,6,7,7,7,7,7,7,7,6,6,6,6,6,6,5,6,5,5,6,2,6,6,6,7,1,7,6,1,6,2,6,6,2,6,4,5,6,5,3,6,6,7,7,7,7,7,6,5,5,6,6,4,7,6,4,2,3,7,7,8,3,2,5,"19,39",4,Stimuli-againstthetide,against.time|against.M.O1,,,against,M,O1,,,,,,,FALSE,2,2,Women,against,O1,O,O,M,against M O1,Man-No Pic,1,0,1
340,3/22/19 13:18,3/22/19 13:58,0,100,2407,1,3/22/19 14:14,anonymous,4,22,13,2,1,2,12.061,12.061,14.33,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2.024,2.024,15.347,1,mitochondria,1.488,176.626,176.628,2,,1.143,95.473,98.703,2,pippete ,1.045,198.142,198.145,4,,1.145,182.178,182.181,2,,0.908,173.001,173.003,2,,1.127,114.481,114.483,3,,20.855,20.855,82.763,1,centrifuge,1.743,168.272,168.275,3,,2.37,2.37,58.736,1,microscope,7.5,198.604,278.507,3,1,7,7,1,7,7,7,7,1,7,7,1,7,1,6,7,1,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,1,6,1,7,7,7,7,1,7,7,1,7,1,6,7,1,7,7,1,7,1,2,7,7,7,6,1,5,1,2,7,7,7,6,7,7,7,7,7,1,7,7,7,2,1,5,4,28,Stimuli-againstthetide,against.time|against.M.O1,,,against,M,O1,,,,,,,FALSE,2,2,Women,against,O1,O,O,M,against M O1,Man-No Pic,1,1,1
341,3/22/19 15:15,3/22/19 16:15,0,100,3559,1,3/22/19 16:15,anonymous,4,20,12,1,1,2,NA,NA,NA,NA,18,128.407,148.095,12,NA,NA,NA,NA,2,2.096,2.096,32.912,1,mitochondria,123.05,123.05,123.057,1,,2.293,2.293,39.165,1,pipette,133.579,133.579,150.933,1,computation,3.096,3.096,16.1,1,experiment,69.253,74.792,74.797,2,,23.683,23.683,39.895,1,transition,56.426,56.426,56.431,1,,111.754,111.754,111.76,1,,102.693,109.802,135.381,2,compromise,5.962,597.503,707.035,6,2,6,6,2,6,6,6,6,2,6,6,2,6,2,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,5,5,6,6,2,6,6,2,6,2,6,6,6,6,5,5,6,3,2,6,6,6,6,6,6,5,6,6,4,5,5,4,3,4,4,5,3,7,7,7,1,2,2,9,14,Stimuli-genesforage,,genes.time|genes.F.F2PS,,,,,genes,F,F2PS,,,,FALSE,2,2,Women,genes,F2PS,F,P,F,genes F F2PS,Woman-Pic,1,1,1
342,3/18/19 15:33,3/22/19 22:21,0,100,370109,1,3/22/19 22:21,anonymous,4,18,13,2,2,2,NA,NA,NA,NA,0,0,34.227,0,NA,NA,NA,NA,2,1.069,18.783,18.788,2,,0.883,11.54,11.544,2,,0.766,0.766,27.226,1,pippete,1.101,8.008,8.011,2,,0.868,9.336,9.339,2,,0.666,3.284,3.286,2,,6.539,6.539,6.542,1,,0.786,3.473,3.475,2,,2.641,2.641,2.644,1,,3.031,3.031,3.034,1,,5.984,5.984,59.308,1,2,6,6,2,6,6,6,7,1,7,5,2,6,1,5,6,1,6,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,3,6,3,6,6,6,7,2,7,6,2,6,2,5,6,2,6,6,1,6,4,3,6,6,7,7,7,7,7,7,6,5,5,5,3,5,6,2,2,2,8,8,8,3,1,1,3,7,Stimuli-genesforage,,genes.time|genes.M.M1,,,,,genes,M,M1,,,,FALSE,2,2,Women,genes,M1,M,P,M,genes M M1,Man-Pic,1,1,1
343,3/23/19 11:05,3/23/19 11:27,0,100,1350,1,3/23/19 11:27,anonymous,4,18,3,1,1,2,0,0,9.494,0,NA,NA,NA,NA,NA,NA,NA,NA,1,16.943,33.892,41.3,3,chromotinoanioan,1.745,1.745,23.501,1,equipino,2.604,28.891,32.148,4,pippete,1.959,1.959,29.455,1,don't know,1.729,1.729,33.228,1,extreme,2.178,2.178,10.58,1,boy,1.83,1.83,10.548,1,art,1.558,1.558,11.237,1,guin,1.941,1.941,5.632,1,lil,14.149,14.149,27.16,1,ee,7.357,45.735,46.798,4,2,6,6,2,6,7,6,6,3,6,6,2,6,2,6,6,3,6,6,6,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,6,3,6,6,6,6,2,6,6,2,6,2,6,6,2,6,2,2,6,4,3,6,7,5,6,6,6,6,6,3,3,3,3,3,5,5,5,5,2,8,8,8,8,1,1,11,5,Stimuli-againstthetide,against.time|against.F.F3,,,against,F,F3,,,,,,,FALSE,2,2,Women,against,F3,F,P,F,against F F3,Woman-Pic,1,0,0
344,3/23/19 16:04,3/23/19 16:20,0,100,960,1,3/23/19 16:20,anonymous,4,20,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,68.64,0,3,15.819,19.757,19.761,2,,2.486,18.827,18.831,2,,1.725,1.725,37.529,1,pippete,1.477,10.806,10.808,2,,1.399,5.79,5.794,2,,7.827,7.827,7.831,1,,2.268,10.016,10.018,2,,5.465,5.465,5.469,1,,4.781,10.788,10.792,2,,8.479,8.479,8.483,1,,9.25,141.23,159.046,4,1,7,7,1,6,6,6,7,1,6,6,1,5,2,4,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,2,5,2,6,6,6,7,2,6,6,1,6,2,4,6,1,6,5,2,7,3,1,6,6,6,7,6,6,3,5,6,6,6,6,5,6,6,2,2,2,8,8,8,2,2,1,7,11,Stimuli-shellofplant,,,shell.time|shell.M.M3,,,,,,,shell,M,M3,FALSE,1,1,Men,shell,M3,M,P,M,shell M M3,Man-Pic,1,0,1
345,3/23/19 16:00,3/23/19 16:36,0,100,2135,1,3/23/19 16:36,anonymous,4,20,3,1,1,2,0,0,72.801,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3.011,3.011,8.037,1,mitochondria ,10.243,82.881,84.611,11, ,2.791,10.346,11.907,2,pippete,2.924,11.465,14.616,3,computation,2.763,30.98,31.392,7,experiment,12.212,12.268,22.976,2,potency,10.38,10.38,13.808,1,striation,9.687,9.687,13.293,1,centrifuge ,20.025,20.45,22.909,2,antically,13.724,13.724,16.901,1,microscope,4.947,98.351,190.696,3,2,5,5,2,6,6,5,6,2,6,5,2,5,2,4,5,4,5,5,5,6,6,6,6,6,5,4,4,4,5,5,3,4,4,4,5,3,5,5,5,6,2,6,5,2,5,2,4,5,2,5,3,1,5,4,3,5,6,4,6,6,6,4,6,4,4,4,5,4,3,4,4,4,8,7,7,7,2,2,2,54,25,Stimuli-againstthetide,against.time|against.F.F1,,,against,F,F1,,,,,,,TRUE,2,2,Women,against,F1,F,P,F,against F F1,Woman-Pic,1,1,1
346,3/23/19 18:39,3/23/19 18:58,0,100,1135,1,3/23/19 18:58,anonymous,4,18,13,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,71.585,0,3,1.13,40.811,42.096,6,mitochondria,10.581,70.501,70.504,5,,1.252,22.759,22.761,3,,1.274,40.323,40.325,3,,1.381,36.531,36.534,6,,1.587,14.012,14.014,2,,0.931,26.345,26.347,2,,0.868,40.104,40.106,3,,5.577,8.03,8.134,2,,1.815,16.655,16.657,2,,3.886,54.282,71.053,2,1,7,7,1,7,7,7,7,1,7,7,1,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,3,4,1,7,7,7,7,1,7,7,1,7,1,7,7,1,7,6,5,7,4,3,7,7,7,5,7,7,7,7,7,5,7,6,6,7,7,1,3,2,6,8,8,3,1,1,"3,8",8,Stimuli-shellofplant,,,shell.time|shell.M.M3,,,,,,,shell,M,M3,FALSE,1,1,Men,shell,M3,M,P,M,shell M M3,Man-Pic,1,1,1
347,3/23/19 20:56,3/23/19 21:04,0,100,489,1,3/23/19 21:04,anonymous,4,20,3,1,1,1,NA,NA,NA,NA,0,0,1.129,0,NA,NA,NA,NA,2,1.117,1.117,4.089,1,ion,0.738,0.738,3.742,1,genuine,0.766,0.766,4.381,1,type,0.799,0.799,5.383,1,opacity,0.929,3.54,3.916,3,example,1.199,1.199,9.454,1,operation,0.609,0.609,3.507,1,sitting,1.041,1.041,7.275,1,neurons,0.765,0.765,8.355,1,ansiety,0.922,0.922,4.157,1,sophomore,4.836,4.836,29.764,1,2,7,7,2,7,7,7,7,1,7,7,1,7,2,2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,2,4,2,7,7,7,7,2,7,7,2,7,7,7,7,2,7,3,5,7,4,4,6,6,6,7,7,7,7,7,7,5,4,4,4,4,4,3,2,2,8,8,8,7,2,3,3,10,Stimuli-genesforage,,genes.time|genes.M.O1,,,,,genes,M,O1,,,,FALSE,1,1,Men,genes,O1,O,O,M,genes M O1,Man-No Pic,1,0,1
348,3/18/19 20:38,3/23/19 23:03,0,100,440670,1,3/23/19 23:03,anonymous,4,18,13,12,2,2,NA,NA,NA,NA,0,0,29.868,0,NA,NA,NA,NA,2,7.823,18.164,18.169,2,,19.531,19.531,19.537,1,,2.082,2.082,5.185,1,pipette,9.091,9.091,9.095,1,,6.964,6.964,6.97,1,,4.818,4.818,4.822,1,,3.42,3.42,3.432,1,,2.055,2.055,2.059,1,,6.946,6.946,6.952,1,,5.916,5.916,5.919,1,,4.677,4.677,38.41,1,2,6,6,2,6,6,6,6,2,6,6,1,4,3,4,5,3,2,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,4,4,6,6,6,6,3,5,5,2,5,3,5,4,3,5,4,5,5,4,3,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,3,4,3,6,7,7,2,2,1,3,4,Stimuli-genesforage,,genes.time|genes.M.M3,,,,,genes,M,M3,,,,FALSE,2,2,Women,genes,M3,M,P,M,genes M M3,Man-Pic,1,0,1
349,3/23/19 23:42,3/24/19 0:01,0,100,1093,1,3/24/19 0:01,anonymous,4,22,13,2,1,1,4.05,132.4,132.926,6,NA,NA,NA,NA,NA,NA,NA,NA,1,8.272,14.687,14.692,5,,2.191,2.202,2.207,2,,3.602,3.616,3.619,2,,6.131,6.146,6.149,2,,4.197,4.209,4.212,2,,1.757,1.769,1.773,2,,13.869,13.884,13.894,2,,3.079,3.094,3.098,2,,4.492,4.506,4.509,2,,5.278,5.289,5.294,2,,7.748,52.322,52.735,7,1,7,7,1,7,7,7,7,1,7,7,1,7,1,5,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,7,7,7,1,7,7,1,7,1,5,7,1,7,7,7,7,3,1,7,7,7,1,1,1,1,1,7,7,7,7,7,7,7,1,1,2,8,2,8,2,2,2,"7,44",8,Stimuli-againstthetide,against.time|against.F.F2PS,,,against,F,F2PS,,,,,,,FALSE,1,1,Men,against,F2PS,F,P,F,against F F2PS,Woman-Pic,1,1,1
350,3/24/19 1:24,3/24/19 1:49,0,100,1485,1,3/24/19 1:49,anonymous,4,19,12,12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,69.391,0,3,29.375,29.375,47.917,1,mitochondria,46.819,53.567,53.579,3,,16.684,52.53,52.54,3,,14.605,14.605,14.616,1,,15.98,15.98,15.989,1,,9.833,9.833,9.844,1,,9.462,9.462,9.474,1,,9.667,9.667,9.678,1,,13.226,13.226,13.234,1,,8.662,8.662,22.161,1,microscope,15.171,114.807,118.83,3,2,5,5,3,5,5,5,7,1,7,5,1,5,1,2,5,1,6,7,7,7,7,7,7,6,5,5,5,5,5,2,2,2,1,5,6,5,5,5,5,7,1,7,5,2,5,1,2,5,1,6,1,6,7,4,2,5,7,7,7,7,7,7,7,2,2,2,2,1,2,2,6,6,1,8,8,8,2,1,1,11,10,Stimuli-shellofplant,,,shell.time|shell.M.M2,,,,,,,shell,M,M2,FALSE,1,1,Men,shell,M2,M,P,M,shell M M2,Man-Pic,1,1,1
351,3/24/19 13:04,3/24/19 13:35,0,100,1860,1,3/24/19 13:35,anonymous,4,19,3,5,2,2,NA,NA,NA,NA,0,0,74.571,0,NA,NA,NA,NA,2,1.187,1.187,12.236,1,mitochondira,0.875,62.302,62.408,2,,4.693,81.003,81.008,10,,0.813,115.36,115.366,17,,0.829,0.829,200.814,1,extreme pin ,1.316,121.897,121.9,9,,1.435,73.398,75.956,7,taronitis,1.579,2.085,59.072,2,figure cent,1.604,157.95,161.867,39,line caalty,3.293,136.785,139.684,19,presocio  ,3.537,134.666,170.481,3,2,6,6,2,6,6,7,7,1,6,6,2,5,2,5,6,2,6,6,6,6,6,6,6,6,6,5,6,4,5,6,6,6,5,3,5,2,6,6,6,6,2,6,6,2,5,2,6,6,2,7,3,6,7,2,1,6,7,5,6,6,6,4,5,6,3,5,4,2,6,5,4,6,3,4,8,8,1,1,1,5,9,Stimuli-genesforage,,genes.time|genes.M.M3,,,,,genes,M,M3,,,,FALSE,2,2,Women,genes,M3,M,P,M,genes M M3,Man-Pic,1,1,1
352,3/24/19 14:09,3/24/19 14:44,0,100,2089,1,3/24/19 14:44,anonymous,4,21,3,2,1,1,12.381,12.381,98.467,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6.148,6.586,23.816,2,mitochondria,27.469,27.469,27.473,1,,23.598,23.598,23.602,1,,46.79,46.79,46.793,1,,43.606,43.606,57.304,1,extremepine,52.679,52.679,59.054,1,blopocyte,84.194,84.194,94.466,1,transiti,62.581,62.581,62.584,1,,39.775,39.775,44.358,1,talacenity,19.98,19.98,32.61,1,microscope,10.297,243.397,271.151,2,1,6,6,1,6,6,7,7,1,7,6,1,6,1,5,6,2,6,7,7,7,7,7,7,7,6,6,6,7,7,6,6,6,6,6,6,2,6,6,6,6,1,6,6,1,6,1,5,6,1,6,6,6,7,3,2,6,7,6,7,5,7,2,5,7,6,6,6,5,7,7,2,1,3,7,7,8,2,2,2,7,17,Stimuli-againstthetide,against.time|against.F.F3,,,against,F,F3,,,,,,,FALSE,1,1,Men,against,F3,F,P,F,against F F3,Woman-Pic,1,1,1
