StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,age,race,race_5_TEXT,ethnicity,ethnicity_5_TEXT,major.declare,gender,gender_3_TEXT,against.time_First Click,against.time_Last Click,against.time_Page Submit,against.time_Click Count,genes.time_First Click,genes.time_Last Click,genes.time_Page Submit,genes.time_Click Count,shell.time_First Click,shell.time_Last Click,shell.time_Page Submit,shell.time_Click Count,stimuli.title,stimuli.topic.FR,anagram1.time_First Click,anagram1.time_Last Click,anagram1.time_Page Submit,anagram1.time_Click Count,anagram1,anagram2.time_First Click,anagram2.time_Last Click,anagram2.time_Page Submit,anagram2.time_Click Count,anagram2,anagram3.time_First Click,anagram3.time_Last Click,anagram3.time_Page Submit,anagram3.time_Click Count,anagram3,anagram4.time_First Click,anagram4.time_Last Click,anagram4.time_Page Submit,anagram4.time_Click Count,anagram4,anagram5.time_First Click,anagram5.time_Last Click,anagram5.time_Page Submit,anagram5.time_Click Count,anagram5,anagram6.time_First Click,anagram6.time_Last Click,anagram6.time_Page Submit,anagram6.time_Click Count,anagram6,anagram7.time_First Click,anagram7.time_Last Click,anagram7.time_Page Submit,anagram7.time_Click Count,anagram7,anagram8.time_First Click,anagram8.time_Last Click,anagram8.time_Page Submit,anagram8.time_Click Count,anagram8,anagram9.time_First Click,anagram9.time_Last Click,anagram9.time_Page Submit,anagram9.time_Click Count,anagram9,anagram10.time_First Click,anagram10.time_Last Click,anagram10.time_Page Submit,anagram10.time_Click Count,anagram10,creativity.time_First Click,creativity.time_Last Click,creativity.time_Page Submit,creativity.time_Click Count,creativity,interest_1,interest_2,interest_3,interest_4,interest_5,interest_6,interest_7,interest_8,interest_9,interest_10,interest_11,interest_12,interest_13,interest_14,interest_15,interest_16,interest_17,interest_18,lead_1,lead_2,lead_3,lead_4,lead_5,lead_6,lead_7,pj.fit_1,pj.fit_2,pj.fit_3,pj.fit_4,pj.fit_5,confidence_1,confidence_2,confidence_3,selfeff_1,selfeff_2,selfeff_3,selfeff_4,selfeff_5,selfeff_6,selfeff_7,selfeff_8,selfeff_9,selfeff_10,selfeff_11,selfeff_12,selfeff_13,selfeff_14,selfeff_15,selfeff_16,selfeff_17,selfeff_18,dd.interest,dd.graduate,dd.prof,dd.gender.good,dd.gender.career,dd.important,dd.useful,dd.care,dd.school_1,dd.school_2,dd.school_3,dd.school_4,dd.school_5,dd.school_6,dd.school_7,dd.school_8,dd.school_9,dd.school_10,dd.school_11,dd.school_12,dd.school_13,dd.school_14,dd.major,gender.belief_1,gender.belief_2,gender.belief_3,gender.belief_4,suspicion,manip.gender,manip.image,major,major_58_TEXT,stem.major,stem.major_58_TEXT,semester,stem.classes.num,stem.classes.list,psych485
3/18/19 17:25,3/18/19 17:46,IP Address,98,1229,FALSE,3/25/19 17:52,R_0ooSjNfJnZg0ylz,anonymous,EN,Yes,19,Asian,,Not Hispanic/Latino,,No,Man,,,,,,,,,,0,0,29.16,0,Shell of plant virus sparks immune response against cancer,Stuck something in tumor cells and let the natural immune system work,1.941,1.941,8.633,1,mitochondria,1.461,1.461,234.561,1,pinocchio,1.708,1.708,5.568,1,pippet,1.581,1.581,66.727,1,muto,8.667,8.667,14.619,1,extreme,4.843,4.843,7.876,1,cyclone,2.99,2.99,10.22,1,transition,1.282,6.846,9.122,2,centrifuge,1.2,1.2,13.407,1,nacality,1.286,1.286,5.185,1,microscope,2.35,47.873,73.535,4,"1. Scrubbing/cleaning
2. Electricity conduction
3. Rapid Heating/cooling
4.Chemical Reactions
",Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Slightly unconfident,Slightly unlikely,Slightly likely,Slightly more men,Slightly more men,Extremely important,Extremely useful,A great deal,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Rarely,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,to get $10,Man,Man,Chemical and Biomolecular Engineering,,"Architecture,Architectural Studies,Bioengineering,Chemical and Biomolecular Engineering,Civil and Environmental Engineering,Computational and Applied Mathematics,Computer Science,Electrical and Computer Engineering,Materials Science and NanoEngineering,Mechanical Engineering,Statistics,Astronomy,Astrophysics,Biochemistry and Cell Biology,Chemical Physics,Chemistry,Earth Science,Ecology and Evolutionary Biology,Environmental Science,Kinesiology,Mathematics,Neuroscience,Physics,Anthropology,Cognitive Sciences,Mathematical Economic Analysis",,1,3,"Math 102, Physics 101, Chem 211",No
3/18/19 18:04,3/18/19 18:05,IP Address,1,24,FALSE,3/25/19 18:07,R_33xqG3jaCUUjxzQ,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 17:50,3/18/19 17:51,IP Address,7,29,FALSE,3/25/19 18:18,R_1OlvPTn5UlcrIVa,anonymous,EN,Yes,19,White,,Hispanic/Latino,,Yes,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 15:51,3/18/19 18:20,IP Address,33,8958,FALSE,3/25/19 18:23,R_AcyzjVbh7amHEbf,anonymous,EN,Yes,109,American Indian/Alaska Native,,"Hispanic/Latino,Not Hispanic/Latino,Other (please specify),Prefer not to say",,No,Prefer to self describe (please specify):,Manwom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 17:39,3/18/19 18:20,IP Address,70,2465,FALSE,3/25/19 18:23,R_TcpxNu81Bb9bAxX,anonymous,EN,Yes,18,Asian,,"Not Hispanic/Latino,Prefer not to say",,Yes,Man,,1.457,1.457,3.331,1,,,,,,,,,Against the tide: Fish quickly adapt to lethal levels of pollution,Killifish have high genetic diversity which gives them a greater resistance to pollution.,0.917,0.945,4.208,2,mitochondria,0.714,0.766,54.727,2,pine,0.97,21.924,29.252,6,pippete,1.798,1.858,65.873,2,computation,10.547,10.593,14.36,2,experiment,13.459,13.472,13.478,2,,8.694,8.718,12.416,2,striation ,45.236,45.265,52.059,2,centrifuge,9.429,13.911,16.839,8,Don’t kniw,0.738,66.036,66.413,6,Microscope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 17:38,3/18/19 18:29,IP Address,70,3086,FALSE,3/25/19 18:29,R_2YFYpwFsBZcub86,anonymous,EN,Yes,19,Black/African American,,Not Hispanic/Latino,,No,Man,,0,0,65.786,0,,,,,,,,,Against the tide: Fish quickly adapt to lethal levels of pollution,The article found that there was a certain specifies of fish that’s been able to adapt to human pollution due to its genetic variation.,12.97,12.9,39.977,2,mitochondria,1.241,86.574,86.579,5,,1.337,142.593,142.603,10,,58.242,58.396,65.973,2,computation,0.959,64.259,69.005,6,experiment,33.356,73.634,73.643,4,,1.213,118.587,118.598,9,,52.412,52.458,95.494,2,centrifuge,6.826,128.583,128.592,5,,6.802,6.844,39.157,2,microscope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 18:28,3/18/19 18:31,IP Address,46,175,FALSE,3/25/19 18:31,R_1NqNa73NYQjhBf6,anonymous,EN,Yes,18,White,,Hispanic/Latino,,No,Man,,,,,,1.101,3.877,95.9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 16:25,3/18/19 17:02,IP Address,98,2212,FALSE,3/25/19 18:51,R_3iwlf2i3ASF3KeR,anonymous,EN,Yes,20,"Asian,White",,Not Hispanic/Latino,,Yes,Woman,,0,0,61.722,0,,,,,,,,,Against the tide: Fish quickly adapt to lethal levels of pollution,The article talked about how Atlantic kill-fish living in four polluted East coast sanctuaries have adapted to high levels of toxic water pollution that would normally kill them. ,1.681,1.681,5.547,1,mitochondria ,1.45,1.45,13.386,1,don't know,1.466,1.466,16.354,1,pippete,1.29,1.29,7.226,1,don't know,2.567,28.192,35.3,4,don't know ,2.4,2.4,6.89,1,don't know,1.239,1.239,4.106,1,don't know,1.058,1.058,4.094,1,dont' know,0.84,10.485,18.913,4,don't know,2.357,2.357,6.005,1,don't know,3.885,3.885,31.951,1,"(1) can be used in a calorimeter
(2) conductor of heat 
(3) transition metal ",Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Agree,Slightly confident,Moderately unlikely,Slightly likely,Equal numbers of men and women,Slightly more men,Moderately important,Extremely useful,A great deal,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Most of the time,Strongly agree,Strongly agree,Strongly agree,Agree,"As a woman, I feel that this survey was meant to see what my confidence level was as a STEM student in the interest of comparing gender differences in STEM. ",Man,Fish,Mathematical Economic Analysis,,"Bioengineering,Chemical and Biomolecular Engineering,Civil and Environmental Engineering,Computational and Applied Mathematics,Computer Science,Electrical and Computer Engineering,Materials Science and NanoEngineering,Mechanical Engineering,Statistics,Astronomy,Astrophysics,Biochemistry and Cell Biology,Chemical Physics,Chemistry,Earth Science,Ecology and Evolutionary Biology,Environmental Science,Kinesiology,Mathematics,Neuroscience,Physics,Anthropology,Mathematical Economic Analysis",,4,7,"bioc 300, chem 211? (orgo 1), math 212, caam 210, comp 130, stat 315, stat 280 ",no 
3/18/19 18:19,3/18/19 18:51,IP Address,98,1898,FALSE,3/25/19 18:51,R_2AGwzm6BXJYEr1y,anonymous,EN,Yes,20,White,,Not Hispanic/Latino,,Yes,Woman,,,,,,72.856,72.856,82.971,1,,,,,Researcher studies how different brain regions interact during tasks,"This article discussed findings of how cognitive decline occurs in the neurons of adult worms, particularly with one gene which can also be found in the neurons of aging adult humans. This presence of the gene will allow researchers to perform tests on just these neurons instead of entire worms. ",3.524,3.525,9.037,2,mitocondria,40.16,40.16,40.163,1,,2.885,2.885,5.91,1,pippette,31.866,35.019,36.24,3,capacitor,37.68,37.682,37.688,2,,8.152,8.153,33.222,2,plobocyte,27.309,29.98,29.983,6,,18.101,18.103,21.8,2,figure-,4.202,4.202,30.026,1,-,15.984,15.986,19.085,2,microscope,7.447,162.872,165.225,3,"1. Weigh boat when you can't find a plastic one in lab
2. Strips can be used in certain chemical reactions
3. Can use to cover a beaker during reaction to contain system
4. Can use to cover a reaction that might be light sensitive
5. Can use as conductive material ",Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Somewhat agree,Agree,Disagree,Agree,Slightly confident,Moderately likely,Extremely likely,Moderately more men,Moderately more men,Extremely important,Moderately useful,A great deal,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Sometimes,Agree,Strongly agree,Strongly agree,Strongly disagree,"To assess the relative perceptions (optimism, anxiety, passion) regarding STEM between different genders ",Woman,Worm,Biochemistry and Cell Biology,,"Bioengineering,Chemical and Biomolecular Engineering,Computational and Applied Mathematics,Computer Science,Electrical and Computer Engineering,Materials Science and NanoEngineering,Mechanical Engineering,Statistics,Astronomy,Astrophysics,Biochemistry and Cell Biology,Chemical Physics,Chemistry,Earth Science,Ecology and Evolutionary Biology,Environmental Science,Kinesiology,Mathematics,Neuroscience,Physics,Cognitive Sciences",,4,7,"CHEM121 & lab, CHEM 122 & lab, PHYS 101 & lab, PHYS 102 & lab, MATH211, CHEM211 & discussion, BIOC201, ",No
3/18/19 18:36,3/18/19 19:05,IP Address,70,1722,FALSE,3/25/19 19:05,R_1GBVPSLH7gBZ8SW,anonymous,EN,Yes,18,White,,Hispanic/Latino,,Yes,Woman,,,,,,,,,,0,0,490.944,0,Shell of plant virus sparks immune response against cancer,"The article talks about a cowpea plant virus that helps activate the immune system to help attack tumors. Tumors can usually suppress the immune system allowing them to metastasize, so the cowpea virus particles can trigger immune responses that destroy the tumor. ",1.494,64.769,64.773,3,,1.5,98.902,98.905,3,,2.533,33.377,33.38,4,,4.407,31.035,34.162,4,computation,1.062,1.062,12.374,1,experiment,1.074,27.968,27.97,4,,1.026,31.696,32.708,7,striation,82.352,120.734,123.322,6,centrifuge,1.339,44.649,44.652,8,,5.741,16.532,20.817,3,microscope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 16:31,3/18/19 16:58,IP Address,55,1641,FALSE,3/25/19 19:05,R_ugAWnjnOxEhcTLP,anonymous,EN,Yes,19,White,,Not Hispanic/Latino,,No,Man,,,,,,0,0,114.963,0,,,,,Genes for age-related cognitive decline found in adult worm neurons,A team of researchers studied how certain genes related to human cognitive health affect worm lifespan. They were now able to isolate the effect of these genes on the worm's neurons as opposed to previously they could only track the other effects. These finding could prove useful in eventually finding methods of increasing human lifespan and mental capacity in age.,1.091,117.466,117.469,5,,1.619,91.155,91.158,2,,137.346,138.8,138.803,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 16:29,3/18/19 16:30,IP Address,1,55,FALSE,3/25/19 19:17,R_BxlLvjvWQ9Hzteh,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 16:25,3/18/19 16:26,IP Address,46,72,FALSE,3/25/19 19:19,R_2XmkJkvQaaaCK68,anonymous,EN,Yes,19,Asian,,Not Hispanic/Latino,,No,Man,,0,0,6.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 19:24,3/18/19 19:25,IP Address,33,36,FALSE,3/25/19 19:25,R_1gnph1DFEe3GBPB,anonymous,EN,Yes,18,White,,Not Hispanic/Latino,,No,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 19:43,3/18/19 19:44,IP Address,46,102,FALSE,3/25/19 19:44,R_30e4AR4FyWJSEGv,anonymous,EN,Yes,18,White,,"Hispanic/Latino,Not Hispanic/Latino",,No,Man,,,,,,0,0,2.197,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 19:44,3/18/19 19:45,IP Address,33,82,FALSE,3/25/19 19:45,R_3qvNotdsBsCvrw4,anonymous,EN,Yes,18,Asian,,Not Hispanic/Latino,,No,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 19:45,3/18/19 19:45,Spam,33,17,FALSE,3/25/19 19:45,R_1hKJdF14af8j8A0,anonymous,EN,Yes,18,Asian,,Not Hispanic/Latino,,No,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 19:45,3/18/19 19:46,Spam,33,19,FALSE,3/25/19 19:46,R_3plof3uhRfXolYU,anonymous,EN,Yes,18,Asian,,Not Hispanic/Latino,,No,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 19:47,3/18/19 19:47,IP Address,1,13,FALSE,3/25/19 19:47,R_1ONdte0WecclilI,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 19:42,3/18/19 19:48,IP Address,46,321,FALSE,3/25/19 19:48,R_25neBZYWgAqDPUt,anonymous,EN,Yes,18,White,,Not Hispanic/Latino,,No,Man,,,,,,,,,,0,0,2.602,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 17:36,3/18/19 19:56,IP Address,1,8369,FALSE,3/25/19 19:56,R_2pQaxjZidKAIesO,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 20:06,3/18/19 20:06,IP Address,1,30,FALSE,3/25/19 20:06,R_x3dj77oTEWWSPGV,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 18:15,3/18/19 20:16,IP Address,46,7213,FALSE,3/25/19 20:16,R_1owlEPEZZp8X2vq,anonymous,EN,Yes,21,Asian,,Not Hispanic/Latino,,Yes,Man,,,,,,,,,,0,0,2.198,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 20:09,3/18/19 20:39,IP Address,59,1803,FALSE,3/25/19 20:40,R_1OjXIdkj1Zwa6pn,anonymous,EN,Yes,18,Black/African American,,Not Hispanic/Latino,,No,Woman,,1.866,145.926,153.282,17,,,,,,,,,Against the tide: Fish quickly adapt to lethal levels of pollution,"Killfish in the Atlantic have been able to develop mutations that allow them to survive high levels of pollutions. This is because these fish have a high level of genetic variation in their populations, however this is a special case and most other animals lack the genetic variation to survive these pollutants like the killfish. Moreso, genetuc testing showed that most resiliant fish became so in very similar ways so there is a limited number of ways to become resiliant to high levels of pollution.
",1.528,30.317,31.252,9,Mitochondria,12.307,244.951,245.232,15,,2.534,242.948,246.87,55,Pippete,1.722,544.888,545.52,94,Opacitmount ,1.776,76.268,76.288,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 21:11,3/18/19 21:15,IP Address,65,241,FALSE,3/25/19 21:15,R_2WZkBCFXQxhmY9n,anonymous,EN,Yes,21,Asian,,Not Hispanic/Latino,,Yes,Woman,,0,0,3.017,0,,,,,,,,,Against the tide: Fish quickly adapt to lethal levels of pollution,"About fish adapting to levels of pollution. I skimmed it verrrrrrry fast, apologies.",4.581,6.454,18.032,2,mod,1.516,1.516,10.292,1,pine,10.933,10.933,23.416,1,peepit,2.703,2.703,2.71,1,,2.945,6.041,14.764,3,extreme pin,2.124,2.124,11.63,1,pot loc,1.214,13.858,25.629,2,saitition,1.896,1.896,3.821,1,net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 16:59,3/18/19 21:24,IP Address,7,15899,FALSE,3/25/19 21:24,R_1LUNmPzrIxvcQFK,anonymous,EN,Yes,20,Asian,,Not Hispanic/Latino,,Yes,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 21:10,3/18/19 21:24,IP Address,88,886,FALSE,3/25/19 21:25,R_2fCJNgJQLU17B0r,anonymous,EN,Yes,22,White,,Hispanic/Latino,,Yes,Man,,,,,,,,,,2.39,51.676,65.613,3,Shell of plant virus sparks immune response against cancer,"By using nanoparticles derived from the cowpea virus, researchers at Rice have found a way to activate the organism's suppressed immune system against tumors in mice.",0.86,20.799,24.531,3,mitochondria,26.576,26.578,26.586,2,,1.89,49.73,49.738,4,,36.116,36.125,36.134,2,,35.985,35.99,35.998,2,,7.894,17.704,17.71,3,,6.251,6.255,6.26,2,,4.508,4.511,4.518,2,,15.493,15.5,15.505,2,,10.23,10.236,10.242,2,,30.674,62.05,106.835,6,"1. Protect samples from light
2. Cover lid of sterile containers",Disagree,Agree,Agree,Disagree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Moderately confident,Extremely unlikely,Extremely likely,Equal numbers of men and women,Moderately more men,Slightly important,Moderately useful,A moderate amount,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,Rarely,Agree,Strongly agree,Strongly agree,Somewhat disagree,,,,,,,,,,,
